"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"04.10.2022 00:31:00 - 00:32:00","44837.8138888889","31 095 180 KByte","31841463958.9398","4 246 236 kbit/s","530779529.2372","29 950 370 KByte","30669178639.3074","4 089 905 kbit/s","511238183.6857","1 144 810 KByte","1172285319.6324","156 331 kbit/s","19541345.5515","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:32:00 - 00:33:00","44837.8145833333","30 652 254 KByte","31387908349.8255","4 185 752 kbit/s","523219008.9986","29 519 659 KByte","30228131192.3197","4 031 089 kbit/s","503886167.5666","1 132 595 KByte","1159777157.5058","154 663 kbit/s","19332841.4320","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:33:00 - 00:34:00","44837.8152777778","28 983 124 KByte","29678719051.8089","3 957 163 kbit/s","494645317.5301","27 918 084 KByte","28588118224.9544","3 811 749 kbit/s","476468637.0826","1 065 040 KByte","1090600826.8544","145 413 kbit/s","18176680.4476","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:34:00 - 00:35:00","44837.8159722222","29 427 298 KByte","30133553367.7041","4 018 477 kbit/s","502309607.7297","28 346 713 KByte","29027033990.3929","3 870 916 kbit/s","483864543.9305","1 080 585 KByte","1106519377.3111","147 561 kbit/s","18445063.7992","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:35:00 - 00:36:00","44837.8166666667","30 067 626 KByte","30789248580.8164","4 105 917 kbit/s","513239682.9608","28 962 423 KByte","29657520674.0881","3 954 995 kbit/s","494374406.9693","1 105 203 KByte","1131727906.7284","150 922 kbit/s","18865275.9915","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:36:00 - 00:37:00","44837.8173611111","29 652 012 KByte","30363660677.1045","4 048 488 kbit/s","506061011.2851","28 565 249 KByte","29250815437.7562","3 900 109 kbit/s","487513590.6293","1 086 763 KByte","1112845239.3483","148 379 kbit/s","18547420.6558","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:37:00 - 00:38:00","44837.8180555556","29 526 964 KByte","30235611393.2647","4 032 087 kbit/s","504010858.3641","28 447 990 KByte","29130741979.4026","3 884 746 kbit/s","485593298.5398","1 078 974 KByte","1104869413.8621","147 340 kbit/s","18417559.8243","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:38:00 - 00:39:00","44837.8187500000","29 932 858 KByte","30651247093.3157","4 087 514 kbit/s","510939274.7677","28 842 114 KByte","29534324998.3622","3 938 566 kbit/s","492320803.4399","1 090 744 KByte","1116922094.9536","148 948 kbit/s","18618471.3278","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:39:00 - 00:40:00","44837.8194444444","29 712 589 KByte","30425691046.1903","4 056 759 kbit/s","507094850.7698","28 627 501 KByte","29314560907.8480","3 908 608 kbit/s","488576015.1308","1 085 088 KByte","1111130138.3423","148 151 kbit/s","18518835.6390","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:40:00 - 00:41:00","44837.8201388889","28 186 050 KByte","28862515619.0678","3 848 335 kbit/s","481041926.9845","27 157 836 KByte","27809624097.8373","3 707 950 kbit/s","463493734.9640","1 028 214 KByte","1052891521.2305","140 386 kbit/s","17548192.0205","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:41:00 - 00:42:00","44837.8208333333","28 521 305 KByte","29205816311.1025","3 894 109 kbit/s","486763605.1850","27 483 607 KByte","28143213130.9257","3 752 428 kbit/s","469053552.1821","1 037 698 KByte","1062603180.1768","141 680 kbit/s","17710053.0029","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:42:00 - 00:43:00","44837.8215277778","29 479 797 KByte","30187311633.4143","4 025 646 kbit/s","503205728.1783","28 404 363 KByte","29086067750.5650","3 878 789 kbit/s","484848603.9434","1 075 433 KByte","1101243882.8493","146 857 kbit/s","18357124.2349","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:43:00 - 00:44:00","44837.8222222222","29 570 148 KByte","30279831440.5035","4 037 984 kbit/s","504747982.0054","28 490 687 KByte","29174463642.9036","3 890 577 kbit/s","486322114.4008","1 079 461 KByte","1105367797.5999","147 407 kbit/s","18425867.6046","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:44:00 - 00:45:00","44837.8229166667","29 833 941 KByte","30549956029.0949","4 073 327 kbit/s","509165933.8182","28 746 021 KByte","29435925632.5600","3 924 790 kbit/s","490598760.5427","1 087 920 KByte","1114030396.5349","148 537 kbit/s","18567173.2756","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:45:00 - 00:46:00","44837.8236111111","29 827 223 KByte","30543076477.7168","4 073 089 kbit/s","509136130.6504","28 744 724 KByte","29434597449.1422","3 925 267 kbit/s","490658400.5525","1 082 499 KByte","1108479028.5745","147 822 kbit/s","18477730.0979","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:46:00 - 00:47:00","44837.8243055556","29 297 896 KByte","30001044997.8469","4 000 139 kbit/s","500017416.6308","28 237 433 KByte","28915131390.3364","3 855 351 kbit/s","481918856.5056","1 060 463 KByte","1085913607.5106","144 788 kbit/s","18098560.1252","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:47:00 - 00:48:00","44837.8250000000","27 099 023 KByte","27749399215.0116","3 699 920 kbit/s","462489986.9169","26 116 851 KByte","26743654927.1045","3 565 821 kbit/s","445727582.1184","982 172 KByte","1005744287.9071","134 099 kbit/s","16762404.7985","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:48:00 - 00:49:00","44837.8256944444","26 694 066 KByte","27334723831.8814","3 645 237 kbit/s","455654672.9769","25 724 878 KByte","26342275268.1377","3 512 889 kbit/s","439111106.3200","969 188 KByte","992448563.7437","132 349 kbit/s","16543566.6568","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:49:00 - 00:50:00","44837.8263888889","27 727 907 KByte","28393377263.6064","3 785 784 kbit/s","473222954.3934","26 728 915 KByte","27370408838.9708","3 649 388 kbit/s","456173480.6495","998 993 KByte","1022968424.6355","136 396 kbit/s","17049473.7439","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:50:00 - 00:51:00","44837.8270833333","27 880 242 KByte","28549367961.9946","3 807 217 kbit/s","475902116.3860","26 876 224 KByte","27521253248.9818","3 670 112 kbit/s","458764014.8188","1 004 018 KByte","1028114713.0128","137 105 kbit/s","17138101.5671","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:51:00 - 00:52:00","44837.8277777778","27 828 726 KByte","28496615201.9970","3 799 549 kbit/s","474943586.7000","26 824 746 KByte","27468539645.9410","3 662 472 kbit/s","457808994.0990","1 003 980 KByte","1028075556.0560","137 077 kbit/s","17134592.6009","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:52:00 - 00:53:00","44837.8284722222","27 581 177 KByte","28243124828.3483","3 765 750 kbit/s","470718747.1391","26 591 564 KByte","27229761059.4073","3 630 635 kbit/s","453829350.9901","989 613 KByte","1013363768.9409","135 115 kbit/s","16889396.1490","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:53:00 - 00:54:00","44837.8291666667","27 434 060 KByte","28092477564.4872","3 746 288 kbit/s","468286007.0760","26 452 925 KByte","27087795690.6929","3 612 308 kbit/s","451538517.9312","981 135 KByte","1004681873.7943","133 980 kbit/s","16747489.1448","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:54:00 - 00:55:00","44837.8298611111","25 983 617 KByte","26607223507.2947","3 548 221 kbit/s","443527646.3960","25 051 804 KByte","25653046962.3361","3 420 976 kbit/s","427622053.0478","931 813 KByte","954176544.9587","127 245 kbit/s","15905593.3482","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:55:00 - 00:56:00","44837.8305555556","26 717 727 KByte","27358952238.3000","3 647 252 kbit/s","455906552.8795","25 762 478 KByte","26380777200.8012","3 516 851 kbit/s","439606352.2880","955 249 KByte","978175037.4988","130 402 kbit/s","16300200.5915","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:56:00 - 00:57:00","44837.8312500000","27 604 450 KByte","28266956936.0826","3 769 556 kbit/s","471194481.3483","26 620 996 KByte","27259900074.7202","3 635 259 kbit/s","454407402.4791","983 454 KByte","1007056861.3624","134 297 kbit/s","16787078.8692","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:57:00 - 00:58:00","44837.8319444444","27 262 031 KByte","27916319807.1079","3 722 176 kbit/s","465271996.7851","26 290 354 KByte","26921322689.1865","3 589 510 kbit/s","448688711.4864","971 677 KByte","994997117.9214","132 666 kbit/s","16583285.2987","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:58:00 - 00:59:00","44837.8326388889","27 034 791 KByte","27683625651.8203","3 691 150 kbit/s","461393760.8637","26 068 723 KByte","26694372005.7058","3 559 250 kbit/s","444906200.0951","966 068 KByte","989253646.1145","131 900 kbit/s","16487560.7686","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:59:00 - 01:00:00","44837.8333333333","26 039 149 KByte","26664088674.1075","3 555 212 kbit/s","444401477.9018","25 103 057 KByte","25705530613.0746","3 427 404 kbit/s","428425510.2179","936 092 KByte","958558061.0329","127 808 kbit/s","15975967.6839","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:00:00 - 01:01:00","44837.8340277778","25 830 112 KByte","26450034362.3872","3 526 671 kbit/s","440833906.0398","24 901 267 KByte","25498897802.6284","3 399 853 kbit/s","424981630.0438","928 844 KByte","951136559.7588","126 818 kbit/s","15852275.9960","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:01:00 - 01:02:00","44837.8347222222","25 263 550 KByte","25869874882.5528","3 449 892 kbit/s","431236454.1182","24 360 520 KByte","24945172389.0172","3 326 577 kbit/s","415822176.8464","903 030 KByte","924702493.5356","123 314 kbit/s","15414277.2718","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:02:00 - 01:03:00","44837.8354166667","24 552 426 KByte","25141684647.9162","3 352 225 kbit/s","419028077.4653","23 677 622 KByte","24245884634.6164","3 232 785 kbit/s","404098077.2436","874 805 KByte","895800013.2997","119 440 kbit/s","14930000.2217","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:03:00 - 01:04:00","44837.8361111111","24 716 587 KByte","25309784721.7327","3 375 200 kbit/s","421900062.0392","23 824 752 KByte","24396546159.7306","3 253 415 kbit/s","406676882.1425","891 835 KByte","913238562.0022","121 785 kbit/s","15223179.8967","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:04:00 - 01:05:00","44837.8368055556","25 101 027 KByte","25703451746.9405","3 427 127 kbit/s","428390862.4490","24 189 890 KByte","24770447767.1528","3 302 726 kbit/s","412840796.1192","911 137 KByte","933003979.7877","124 401 kbit/s","15550066.3298","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:05:00 - 01:06:00","44837.8375000000","25 303 126 KByte","25910400759.5196","3 455 296 kbit/s","431911997.9917","24 384 698 KByte","24969930942.1990","3 329 879 kbit/s","416234888.1847","918 428 KByte","940469817.3207","125 417 kbit/s","15677109.8070","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:06:00 - 01:07:00","44837.8381944444","25 180 486 KByte","25784817950.9823","3 438 549 kbit/s","429818602.2834","24 270 622 KByte","24853117088.0522","3 314 301 kbit/s","414287666.0785","909 864 KByte","931700862.9302","124 247 kbit/s","15530936.2049","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:07:00 - 01:08:00","44837.8388888889","24 906 892 KByte","25504657710.1902","3 401 188 kbit/s","425148486.5843","24 013 564 KByte","24589889369.8459","3 279 198 kbit/s","409899806.1318","893 328 KByte","914768340.3443","121 989 kbit/s","15248680.4525","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:08:00 - 01:09:00","44837.8395833333","24 751 745 KByte","25345786701.5320","3 379 438 kbit/s","422429778.3589","23 864 029 KByte","24436765752.5850","3 258 235 kbit/s","407279429.2098","887 716 KByte","909020948.9470","121 203 kbit/s","15150349.1491","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:09:00 - 01:10:00","44837.8402777778","23 343 498 KByte","23903742449.4807","3 187 697 kbit/s","398462117.8443","22 507 039 KByte","23047207759.4943","3 073 473 kbit/s","384184160.0182","836 460 KByte","856534689.9864","114 224 kbit/s","14277957.8261","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:10:00 - 01:11:00","44837.8409722222","23 236 816 KByte","23794500045.4616","3 172 600 kbit/s","396575000.7577","22 402 503 KByte","22940163197.8580","3 058 688 kbit/s","382336053.2976","834 313 KByte","854336847.6036","113 912 kbit/s","14238947.4601","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:11:00 - 01:12:00","44837.8416666667","24 444 608 KByte","25031278708.4027","3 337 504 kbit/s","417187978.4734","23 573 470 KByte","24139232879.9107","3 218 564 kbit/s","402320547.9985","871 139 KByte","892045828.4920","118 939 kbit/s","14867430.4749","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:12:00 - 01:13:00","44837.8423611111","24 709 924 KByte","25302962408.0718","3 373 728 kbit/s","421716040.1345","23 833 661 KByte","24405668560.3223","3 254 089 kbit/s","406761142.6720","876 264 KByte","897293847.7495","119 639 kbit/s","14954897.4625","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:13:00 - 01:14:00","44837.8430555556","24 451 787 KByte","25038629651.3800","3 339 597 kbit/s","417449644.0710","23 580 406 KByte","24146336018.9013","3 220 585 kbit/s","402573124.6899","871 381 KByte","892293632.4787","119 012 kbit/s","14876519.3811","0 %","0.0000","100 %","0000009997"
"04.10.2022 01:14:00 - 01:15:00","44837.8437500000","24 360 876 KByte","24945537468.8297","3 326 072 kbit/s","415758957.8138","23 491 373 KByte","24055166052.7280","3 207 355 kbit/s","400919434.2121","869 503 KByte","890371416.1017","118 716 kbit/s","14839523.6017","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:15:00 - 01:16:00","44837.8444444444","24 647 402 KByte","25238939757.2545","3 365 192 kbit/s","420648995.9542","23 773 975 KByte","24344550000.6684","3 245 940 kbit/s","405742500.0111","873 427 KByte","894389756.5861","119 252 kbit/s","14906495.9431","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:16:00 - 01:17:00","44837.8451388889","23 143 009 KByte","23698441555.3915","3 160 319 kbit/s","395039865.9008","22 322 390 KByte","22858127154.2669","3 048 258 kbit/s","381032291.2863","820 620 KByte","840314401.1246","112 061 kbit/s","14007574.6145","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:17:00 - 01:18:00","44837.8458333333","23 136 994 KByte","23692281546.4801","3 158 971 kbit/s","394871359.1080","22 312 761 KByte","22848266765.6319","3 046 436 kbit/s","380804446.0939","824 233 KByte","844014780.8481","112 535 kbit/s","14066913.0141","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:18:00 - 01:19:00","44837.8465277778","24 285 951 KByte","24868813678.7838","3 315 842 kbit/s","414480227.9797","23 426 256 KByte","23988485796.5367","3 198 465 kbit/s","399808096.6089","859 695 KByte","880327882.2471","117 377 kbit/s","14672131.3708","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:19:00 - 01:20:00","44837.8472222222","23 911 171 KByte","24485038974.0365","3 265 216 kbit/s","408152008.2353","23 067 798 KByte","23621424761.1395","3 150 048 kbit/s","393756038.6921","843 373 KByte","863614212.8971","115 168 kbit/s","14395969.5432","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:20:00 - 01:21:00","44837.8479166667","23 392 622 KByte","23954044813.8285","3 193 873 kbit/s","399234080.2305","22 559 371 KByte","23100796210.8819","3 080 106 kbit/s","385013270.1814","833 251 KByte","853248602.9466","113 766 kbit/s","14220810.0491","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:21:00 - 01:22:00","44837.8486111111","23 091 127 KByte","23645314243.6400","3 152 709 kbit/s","394088570.7273","22 266 710 KByte","22801110591.0308","3 040 148 kbit/s","380018509.8505","824 418 KByte","844203652.6092","112 560 kbit/s","14070060.8768","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:22:00 - 01:23:00","44837.8493055556","23 015 537 KByte","23567910289.3163","3 142 388 kbit/s","392798504.8219","22 197 252 KByte","22729986250.0035","3 030 665 kbit/s","378833104.1667","818 285 KByte","837924039.3128","111 723 kbit/s","13965400.6552","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:23:00 - 01:24:00","44837.8500000000","21 549 673 KByte","22066865488.5042","2 942 739 kbit/s","367842398.5415","20 779 885 KByte","21278602353.5617","2 837 620 kbit/s","354702489.6410","769 788 KByte","788263134.9425","105 119 kbit/s","13139908.9005","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:24:00 - 01:25:00","44837.8506944444","21 390 229 KByte","21903594039.4149","2 920 479 kbit/s","365059900.6569","20 621 737 KByte","21116658317.3236","2 815 554 kbit/s","351944305.2887","768 492 KByte","786935722.0913","104 925 kbit/s","13115595.3682","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:25:00 - 01:26:00","44837.8513888889","22 134 266 KByte","22665488400.9305","3 022 569 kbit/s","377821110.2005","21 344 514 KByte","21856782167.2431","2 914 723 kbit/s","364340426.1918","789 752 KByte","808706233.6874","107 845 kbit/s","13480684.0088","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:26:00 - 01:27:00","44837.8520833333","22 083 817 KByte","22613828927.0581","3 015 680 kbit/s","376959975.4469","21 300 716 KByte","21811933079.2665","2 908 743 kbit/s","363592816.7906","783 101 KByte","801895847.7916","106 937 kbit/s","13367158.6563","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:27:00 - 01:28:00","44837.8527777778","22 185 042 KByte","22717482623.2407","3 028 998 kbit/s","378624710.3873","21 398 085 KByte","21911638992.0062","2 921 552 kbit/s","365193983.2001","786 957 KByte","805843631.2345","107 446 kbit/s","13430727.1872","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:28:00 - 01:29:00","44837.8534722222","22 061 479 KByte","22590954528.6788","3 012 629 kbit/s","376578671.9233","21 290 684 KByte","21801660268.1974","2 907 373 kbit/s","363421574.7324","770 795 KByte","789294260.4814","105 257 kbit/s","13157097.1909","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:29:00 - 01:30:00","44837.8541666667","21 084 469 KByte","21590495941.9716","2 879 213 kbit/s","359901582.6300","20 348 273 KByte","20836631957.8198","2 778 681 kbit/s","347335088.4784","736 195 KByte","753863984.1518","100 532 kbit/s","12566494.1516","0 %","0.0000","100 %","0000009998"
"04.10.2022 01:30:00 - 01:31:00","44837.8548611111","19 200 967 KByte","19661789955.4049","2 621 135 kbit/s","327641892.2747","18 521 961 KByte","18966488437.6225","2 528 444 kbit/s","316055464.7163","679 005 KByte","695301517.7824","92 691 kbit/s","11586427.5584","0 %","0.0000","100 %","0000010000"
"04.10.2022 01:31:00 - 01:32:00","44837.8555555556","19 214 828 KByte","19675983376.3525","2 623 902 kbit/s","327987720.8927","18 532 899 KByte","18977688245.5541","2 530 780 kbit/s","316347528.6807","681 929 KByte","698295130.7984","93 122 kbit/s","11640192.2120","0 %","0.0000","100 %","0000009998"
